population_share,access_share
0.0,0.0
0.0001100957833314984,1.8486339743021726e-05
0.0002201915666629968,3.697267948604345e-05
0.0003302873499944952,5.545901922906517e-05
0.0004403831333259936,7.39453589720869e-05
0.0005504789166574921,9.243169871510864e-05
0.0006605746999889904,0.00011091803845813035
0.0007706704833204889,0.0001294043782011521
0.0008807662666519872,0.0001478907179441738
0.0009908620499834856,0.0001663770576871955
0.0011009578333149841,0.00018486339743021724
0.0012110536166464825,0.00020334973717323895
0.0013211493999779808,0.00022183607691626065
0.0014312451833094792,0.0002403224166592824
0.0015413409666409777,0.00025880875640230415
0.001651436749972476,0.00027729509614532585
0.0017615325333039744,0.0002957814358883476
0.0018716283166354728,0.00031426777563136937
0.001981724099966971,0.0003327541153743911
0.0020918198832984695,0.00035124045511741284
0.0022019156666299683,0.0003697267948604346
0.0023120114499614666,0.0003882131346034563
0.002422107233292965,0.00040669947434647806
0.0025322030166244633,0.0004251858140894998
0.0026422987999559617,0.0004436721538325215
0.00275239458328746,0.00046215849357554323
0.0028624903666189584,0.000480644833318565
0.0029725861499504567,0.0004991311730615868
0.0030826819332819555,0.0005176175128046084
0.003192777716613454,0.0005361038525476302
0.003302873499944952,0.0005545901922906519
0.0034129692832764505,0.0005730765320336737
0.003523065066607949,0.0005915628717766954
0.0036331608499394472,0.0006100492115197172
0.0037432566332709456,0.0006285355512627389
0.003853352416602444,0.0006470218910057606
0.003963448199933942,0.0006655082307487824
0.004073543983265441,0.0006839945704918041
0.004183639766596939,0.0007024809102348259
0.004293735549928438,0.0007209672499778477
0.0044038313332599366,0.0007394535897208693
0.0045139271165914345,0.0007579399294638911
0.004624022899922933,0.0007764262692069128
0.004734118683254431,0.0007949126089499346
0.00484421446658593,0.0008133989486929563
0.004954310249917428,0.0008318852884359781
0.005064406033248927,0.0008503716281789998
0.0051745018165804246,0.0008688579679220215
0.005284597599911923,0.0008873443076650433
0.005394693383243422,0.000905830647408065
0.00550478916657492,0.0009243169871510867
0.005614884949906419,0.0009428033268941084
0.005724980733237917,0.0009612896666371301
0.0058350765165694155,0.000979776006380152
0.0059451722999009134,0.0009982623461231737
0.006055268083232412,0.0010167486858661953
0.006165363866563911,0.001035235025609217
0.006275459649895409,0.0010537213653522388
0.006385555433226908,0.0010722077050952605
0.006495651216558406,0.0010906940448382823
0.006605746999889904,0.001109180384581304
0.006715842783221402,0.0011276667243243258
0.006825938566552901,0.0011461530640673476
0.006936034349884399,0.0011646394038103693
0.007046130133215898,0.001183125743553391
0.007156225916547397,0.0012016120832964129
0.0072663216998788945,0.0012200984230394346
0.007376417483210393,0.0012385847627824562
0.007486513266541891,0.001257071102525478
0.00759660904987339,0.0012755574422684997
0.007706704833204888,0.0012940437820115214
0.007816800616536387,0.0013125301217545432
0.007926896399867885,0.001331016461497565
0.008036992183199384,0.0013495028012405867
0.008147087966530882,0.0013679891409836085
0.00825718374986238,0.0013864754807266302
0.008367279533193878,0.001404961820469652
0.008477375316525378,0.0014234481602126738
0.008587471099856876,0.0014419344999556955
0.008697566883188373,0.001460420839698717
0.008807662666519873,0.0014789071794417388
0.008917758449851371,0.0014973935191847606
0.009027854233182869,0.0015158798589277823
0.009137950016514367,0.001534366198670804
0.009248045799845866,0.0015528525384138259
0.009358141583177364,0.0015713388781568476
0.009468237366508862,0.0015898252178998694
0.009578333149840362,0.0016083115576428911
0.00968842893317186,0.001626797897385913
0.009798524716503358,0.0016452842371289347
0.009908620499834856,0.0016637705768719564
0.010018716283166355,0.001682256916614978
0.010128812066497853,0.0017007432563579997
0.010238907849829351,0.0017192295961010215
0.010349003633160849,0.0017377159358440432
0.010459099416492349,0.001756202275587065
0.010569195199823847,0.0017746886153300868
0.010679290983155345,0.0017931749550731085
0.010789386766486844,0.0018116612948161303
0.010899482549818342,0.001830147634559152
0.01100957833314984,0.0018486339743021738
0.011119674116481338,0.0018671203140451956
0.011229769899812838,0.0018856066537882173
0.011339865683144336,0.0019040929935312389
0.011449961466475833,0.0019225793332742606
0.011560057249807333,0.0019410656730172824
0.011670153033138831,0.0019595520127603044
0.011780248816470329,0.001978038352503326
0.011890344599801827,0.001996524692246348
0.012000440383133327,0.002015011031989369
0.012110536166464824,0.002033497371732391
0.012220631949796322,0.0020519837114754127
0.012330727733127822,0.0020704700512184345
0.01244082351645932,0.0020889563909614562
0.012550919299790818,0.002107442730704478
0.012661015083122316,0.0021259290704474998
0.012771110866453815,0.0021444154101905215
0.012881206649785313,0.0021629017499335433
0.012991302433116811,0.002181388089676565
0.013101398216448311,0.002199874429419587
0.013211493999779809,0.0022183607691626086
0.013321589783111307,0.0022368471089056303
0.013431685566442805,0.002255333448648652
0.013541781349774304,0.002273819788391674
0.013651877133105802,0.0022923061281346956
0.0137619729164373,0.0023107924678777174
0.013872068699768798,0.002329278807620739
0.013982164483100298,0.002347765147363761
0.014092260266431796,0.0023662514871067826
0.014202356049763293,0.0023847378268498044
0.014312451833094793,0.002403224166592826
0.014422547616426291,0.002421710506335848
0.014532643399757789,0.0024401968460788697
0.014642739183089287,0.002458683185821891
0.014752834966420787,0.0024771695255649128
0.014862930749752284,0.0024956558653079345
0.014973026533083782,0.0025141422050509563
0.015083122316415282,0.002532628544793978
0.01519321809974678,0.002551114884537
0.015303313883078278,0.0025696012242800216
0.015413409666409776,0.0025880875640230433
0.015523505449741275,0.002606573903766065
0.015633601233072773,0.002625060243509087
0.01574369701640427,0.0026435465832521086
0.01585379279973577,0.0026620329229951304
0.015963888583067267,0.002680519262738152
0.01607398436639877,0.002699005602481174
0.016184080149730266,0.0027174919422241956
0.016294175933061764,0.0027359782819672174
0.016404271716393262,0.002754464621710239
0.01651436749972476,0.002772950961453261
0.016624463283056258,0.0027914373011962827
0.016734559066387756,0.0028099236409393044
0.016844654849719257,0.002828409980682326
0.016954750633050755,0.002846896320425348
0.017064846416382253,0.0028653826601683697
0.01717494219971375,0.0028838689999113915
0.01728503798304525,0.002902355339654413
0.017395133766376747,0.0029208416793974346
0.017505229549708245,0.0029393280191404563
0.017615325333039746,0.002957814358883478
0.017725421116371244,0.0029763006986265
0.017835516899702742,0.0029947870383695216
0.01794561268303424,0.0030132733781125434
0.018055708466365738,0.003031759717855565
0.018165804249697236,0.003050246057598587
0.018275900033028734,0.0030687323973416086
0.018385995816360235,0.0030872187370846304
0.018496091599691733,0.003105705076827652
0.01860618738302323,0.003124191416570674
0.01871628316635473,0.0031426777563136957
0.018826378949686227,0.0031611640960567174
0.018936474733017725,0.003179650435799739
0.019046570516349223,0.003198136775542761
0.019156666299680724,0.0032166231152857827
0.019266762083012222,0.0032351094550288045
0.01937685786634372,0.0032535957947718262
0.019486953649675218,0.003272082134514848
0.019597049433006716,0.0032905684742578697
0.019707145216338214,0.0033090548140008915
0.01981724099966971,0.003327541153743913
0.01992733678300121,0.0033460274934869346
0.02003743256633271,0.0033645138332299564
0.02014752834966421,0.003383000172972978
0.020257624132995707,0.003401486512716
0.020367719916327204,0.0034199728524590216
0.020477815699658702,0.0034384591922020434
0.0205879114829902,0.003456945531945065
0.020698007266321698,0.003475431871688087
0.0208081030496532,0.0034939182114311087
0.020918198832984698,0.0035124045511741304
0.021028294616316195,0.003530890890917152
